GME,GME,GME,GME,GME,GME,GME,AMC,AMC,AMC,AMC,AMC,AMC,AMC,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,BB,BB,BB,BB,BB,BB,BB,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,NOK,NOK,NOK,NOK,NOK,NOK,NOK,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE
open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
12.33,12.67,12.305,12.62,2790595,15303,12.545953,12.53,12.72,11.9082,12.28,1246791,7393,12.208518,337.41,339.21,325.26,332.8,6302338,68593,330.588276,11.57,11.73,11.04,11.32,5485055,34133,11.241453,,,,,,,,7.21,7.29,7.02,7.11,4011255.0,13346.0,7.106518,,,,,,,,5.83,5.85,5.77,5.82,14985826,27482,5.813298,,,,,,,
12.47,13.18,12.42,13.07,2124200,12498,12.987195,12.01,13.08,11.9,12.89,1374909,8760,12.736851,306.1,315.13,298.8,310.12,11658670,144872,307.633118,11.24,12.16,11.14,11.98,8514578,52656,11.85854,,,,,,,,7.0,7.2,6.93,7.11,3379110.0,13043.0,7.098977,,,,,,,,5.7,5.77,5.69,5.74,24338555,29328,5.725129,,,,,,,
12.98,13.255,12.69,12.97,1750353,11463,13.001934,12.8,13.54,12.63,13.06,1392381,8855,13.173078,307.01,309.4,297.38,300.36,6965184,81543,302.128166,11.9,12.14,11.47,11.49,6897185,39258,11.748776,,,,,,,,7.02,7.0613,6.87,6.88,3692499.0,13999.0,6.954753,,,,,,,,5.64,5.65,5.56,5.57,17354460,24661,5.596234,,,,,,,
14.0,15.29,13.7,15.24,11916117,47014,14.780626,13.22,13.69,13.02,13.54,1028771,7150,13.485484,306.0,318.0,302.73,317.69,7419116,84616,311.928202,11.62,12.14,11.59,11.95,5824107,35845,11.970568,,,,,,,,7.03,7.25,6.98,7.23,3823470.0,12065.0,7.161169,,,,,,,,5.75,5.96,5.73,5.93,34666303,45658,5.879031,,,,,,,
15.11,15.81,14.94,15.48,4725366,29285,15.484184,13.55,14.26,13.37,14.12,1122976,8924,14.001582,321.6,336.74,317.7508,334.96,7554476,87649,330.768772,11.92,12.35,11.67,12.08,7260503,43589,12.050118,,,,,,,,7.32,7.46,7.22,7.43,4308757.0,13304.0,7.398129,,,,,,,,5.96,6.09,5.93,6.02,25502597,33680,6.007062,,,,,,,
15.5,15.885,15.15,15.81,3444019,19562,15.624112,14.21,14.7,14.09,14.57,1122692,7520,14.485777,341.5,344.01,327.02,335.35,7008516,75879,335.445238,12.18,12.18,11.62,11.78,8089725,42595,11.778044,,,,,,,,7.53,7.6,7.35,7.41,3960928.0,14189.0,7.44163,,,,,,,,6.08,6.16,6.03,6.15,33497459,37380,6.100765,,,,,,,
15.84,16.39,15.72,15.98,3554522,20790,15.994369,14.74,14.75,13.89,13.95,1443690,9633,14.160161,335.5,343.5025,331.47,338.53,5432945,60076,339.15284,11.87,12.33,11.81,12.26,18865489,72005,13.015018,,,,,,,,7.4,7.51,7.38,7.47,3317152.0,11321.0,7.443414,,,,,,,,6.17,6.24,6.135,6.21,25471554,31139,6.192708,,,,,,,
15.7,16.0,15.52,15.96,2904811,17548,15.807047,13.8,13.9201,13.45,13.73,976775,6839,13.711322,334.4,345.39,331.79,344.97,6056354,68048,340.205232,13.24,14.34,12.7,14.29,55190373,209918,13.581608,,,,,,,,7.4,7.54,7.325,7.52,2404847.0,9792.0,7.483218,,,,,,,,6.12,6.18,6.09,6.14,21847937,24758,6.131203,,,,,,,
15.86,16.05,15.765,15.85,2419902,13343,15.907313,13.76,14.075,13.61,14.03,578621,5018,13.946208,342.09,348.41,338.77,347.26,5039052,56733,343.858889,14.14,15.57,14.04,15.23,26557725,116776,15.201565,,,,,,,,7.49,7.65,7.48,7.57,2314317.0,8477.0,7.590451,,,,,,,,6.06,6.095,6.03,6.08,14824244,19172,6.067917,,,,,,,
15.84,16.14,15.57,15.64,3610962,18207,15.77354,13.98,14.26,13.8008,14.13,1414193,4600,14.103968,342.38,342.5,334.0,334.4,5247384,58463,338.150231,14.99,15.62,14.84,15.34,12261102,58122,15.339337,,,,,,,,7.52,7.5684,7.4399,7.49,2442073.0,8516.0,7.507906,,,,,,,,6.03,6.07,6.0,6.02,15287809,16453,6.03481,,,,,,,
15.6,15.64,15.19,15.53,2228220,14299,15.408297,14.18,14.45,13.965,14.31,646631,5017,14.212267,334.73,348.8,334.5,344.43,6056590,70890,344.031922,15.22,15.472,14.59,15.01,10155290,54765,14.897481,,,,,,,,7.5,7.56,7.445,7.53,1779450.0,7525.0,7.489845,,,,,,,,6.0,6.08,6.0,6.05,14197259,22029,6.044686,,,,,,,
15.57,15.89,15.38,15.68,1992649,11388,15.678073,14.29,14.595,14.04,14.1,960073,7189,14.336445,344.78,352.0,343.5,346.05,4731739,52792,348.772216,14.95,15.13,14.74,14.88,7356428,39312,14.931739,,,,,,,,7.54,7.71,7.52,7.66,3010222.0,10454.0,7.637,,,,,,,,5.96,6.0,5.9,5.95,24161849,23101,5.942793,,,,,,,
15.49,15.825,15.2992,15.77,1743004,11859,15.659796,14.09,14.46,14.09,14.11,828342,5158,14.236681,346.21,351.5,344.15,347.31,3676733,41333,347.760296,14.82,14.82,14.435,14.59,10001335,53505,14.587047,,,,,,,,7.65,7.7,7.5657,7.69,2543406.0,8363.0,7.638687,,,,,,,,5.96,6.0,5.94,5.98,19734151,18715,5.975125,,,,,,,
16.02,16.903,15.88,15.93,8547184,43054,16.438019,14.16,14.56,14.16,14.46,953778,6001,14.396188,323.3,327.1297,299.7301,302.26,24153388,285328,311.593035,14.64,14.86,14.36,14.73,11434113,58385,14.671933,,,,,,,,7.75,7.91,7.74,7.86,3814752.0,12525.0,7.84026,,,,,,,,6.1,6.125,6.04,6.11,22432561,24075,6.084901,,,,,,,
15.81,15.9,15.16,15.27,3188729,19498,15.383141,13.99,14.03,13.4,13.51,1595340,9624,13.633349,304.82,308.0,295.5,298.92,12066756,134791,299.714903,14.63,14.83,14.6,14.73,6522506,37605,14.751842,,,,,,,,7.84,7.88,7.57,7.6,3171740.0,10127.0,7.65716,,,,,,,,6.0,6.04,5.95,5.97,17110759,18846,5.983474,,,,,,,
15.31,15.57,15.1299,15.48,1836950,11652,15.429587,13.59,14.4,13.5692,13.79,1480610,9286,13.879466,292.5,294.5,281.69,287.59,12541893,153489,288.000079,14.8,14.865,14.3,14.46,6105132,32216,14.530012,,,,,,,,7.63,7.79,7.62,7.72,2077542.0,8448.0,7.697927,,,,,,,,6.06,6.12,6.01,6.05,14700449,21096,6.056118,,,,,,,
15.48,15.8,15.4392,15.8,1282019,8571,15.658631,13.81,14.27,13.741,14.25,593531,4173,14.108812,283.03,293.68,279.2831,291.51,8026155,92157,287.97897,14.5,14.85,14.3765,14.69,6818425,35207,14.707159,,,,,,,,7.75,7.8531,7.73,7.77,1932888.0,7959.0,7.777003,,,,,,,,6.15,6.2,6.09,6.16,29669884,31220,6.149959,,,,,,,
16.0,16.06,15.73,15.9,1915249,12966,15.917766,14.39,14.5,13.92,14.01,772634,5457,14.126392,294.39,298.5195,289.55,297.04,7258078,83140,294.368044,14.78,14.82,14.66,14.8,6771588,36405,14.768001,,,,,,,,7.83,8.1031,7.82,8.1,2664417.0,8980.0,8.019422,,,,,,,,6.39,6.64,6.37,6.6,58827131,55050,6.558125,,,,,,,
15.74,15.79,14.99,15.5,2984869,18803,15.432697,13.97,14.17,13.88,14.01,688973,4852,14.036728,292.91,297.46,287.75,296.38,6423279,74271,293.487285,14.79,15.1801,14.69,14.76,6780855,38032,14.889913,,,,,,,,8.05,8.09,7.96,8.01,2327112.0,7775.0,8.01159,,,,,,,,6.48,6.51,6.415,6.49,36912246,40705,6.471596,,,,,,,
12.4,12.5,11.1101,11.28,32955301,102120,11.524774,14.06,14.32,14.0,14.19,620690,5099,14.22532,295.27,298.5566,291.8,297.46,4621692,53971,295.610122,14.72,14.9311,14.51,14.7,4412327,26465,14.727578,,,,,,,,8.05,8.1,7.908,7.96,2278175.0,7712.0,7.964981,,,,,,,,6.51,6.6,6.475,6.55,35649074,30326,6.521168,,,,,,,
11.26,11.37,11.11,11.2,6150980,25095,11.208164,14.35,14.35,13.94,14.12,545961,4220,14.1016,300.45,309.0,298.49,308.77,11250519,140201,303.070843,14.74,14.75,14.21,14.66,4162608,27221,14.578168,,,,,,,,8.04,8.13,7.92,8.13,2217723.0,7565.0,8.059146,,,,,,,,6.5,6.65,6.4548,6.57,34552790,42819,6.532359,,,,,,,
11.17,11.53,11.1,11.34,6049613,25179,11.32168,14.18,14.69,14.1679,14.65,906014,6366,14.545923,301.0,311.5636,294.0,307.02,12569395,141566,304.79492,14.59,15.1,14.47,15.09,8147168,33453,14.872754,,,,,,,,8.11,8.18,8.02,8.07,2446507.0,9440.0,8.090616,,,,,,,,6.39,6.4,6.21,6.35,71227865,64070,6.307803,,,,,,,
11.31,11.43,11.18,11.24,3477403,16590,11.264691,14.52,14.52,13.96,14.19,1268922,8261,14.193812,305.42,316.1,303.5,312.21,7283441,83696,311.72901,15.2,15.4,14.775,14.85,5137187,28797,14.935902,,,,,,,,8.07,8.15,8.02,8.11,2055823.0,7286.0,8.067775,,,,,,,,6.25,6.26,6.09,6.13,46151842,54894,6.168986,,,,,,,
11.24,11.48,11.0,11.37,4271461,21358,11.328497,14.17,14.46,14.02,14.35,858822,6748,14.32175,312.98,315.3,301.88,312.89,7352082,80469,310.914418,14.83,15.18,14.81,15.18,3631078,21858,15.014865,,,,,,,,8.12,8.25,8.095,8.22,1961534.0,7073.0,8.194575,,,,,,,,6.12,6.12,5.98,6.06,33474685,41573,6.050234,,,,,,,
11.37,11.81,11.35,11.79,4271089,18250,11.631355,14.35,14.59,13.89,14.07,1184613,8393,14.112668,312.49,322.44,312.2494,321.35,6746765,78405,319.366291,15.15,15.585,15.08,15.51,4178223,25493,15.38012,,,,,,,,8.25,8.38,8.2464,8.34,1934700.0,7434.0,8.331701,,,,,,,,6.04,6.09,6.02,6.04,27216197,38706,6.047335,,,,,,,
11.63,11.7,11.4,11.51,3479705,15979,11.539449,13.99,14.095,13.75,13.79,1019687,7428,13.938797,319.59,324.24,315.624,317.22,5038556,56122,319.315122,15.51,15.73,15.41,15.54,4591083,28074,15.538056,,,,,,,,8.31,8.37,8.26,8.31,2436299.0,8871.0,8.296275,,,,,,,,6.08,6.11,6.04,6.05,23623984,33074,6.075265,,,,,,,
11.4,11.59,11.225,11.47,2021053,10438,11.411043,13.67,13.75,13.22,13.32,1495293,9179,13.40632,313.65,314.7,303.0,307.51,6535311,76033,308.504142,15.52,15.6,15.15,15.34,3803617,22775,15.356539,,,,,,,,8.23,8.25,8.075,8.1,2714846.0,10202.0,8.132283,,,,,,,,6.02,6.03,5.95,5.96,39599474,45231,5.973396,,,,,,,
11.39,11.49,11.31,11.35,1801574,11072,11.376062,13.28,13.74,13.28,13.72,634343,5279,13.565272,306.83,307.445,298.5,305.8,5856212,69922,302.895985,15.18,15.5,15.12,15.42,3503117,21589,15.346837,,,,,,,,8.05,8.19,8.03,8.11,2044935.0,8598.0,8.12412,,,,,,,,5.96,6.185,5.96,6.16,37475121,47680,6.105985,,,,,,,
11.38,11.39,11.16,11.3,1918558,10992,11.249112,13.74,13.79,12.975,13.17,1696337,9819,13.202288,311.78,318.6,310.5,312.84,7129713,76788,314.605465,15.0,15.59,14.9501,15.35,5501184,31405,15.35765,,,,,,,,8.13,8.27,8.09,8.26,2947397.0,9566.0,8.21034,,,,,,,,6.19,6.23,6.13,6.21,23293409,33162,6.183873,,,,,,,
11.3,11.59,11.3,11.55,2678043,13469,11.497661,13.2,13.36,12.82,13.26,2302373,13144,13.173912,316.35,318.19,309.62,311.81,5517570,58001,314.297851,15.42,16.03,15.4164,15.82,6288521,34773,15.883547,,,,,,,,8.31,8.49,8.305,8.42,2835327.0,10851.0,8.42876,,,,,,,,6.21,6.26,6.15,6.24,29400722,28232,6.212117,,,,,,,
11.56,11.745,11.38,11.47,2133156,12717,11.52084,13.3,13.51,13.1467,13.51,1515279,9411,13.340266,312.64,312.75,305.57,308.17,5196702,56321,308.390324,15.95,16.33,15.8731,16.26,4413641,26579,16.119605,,,,,,,,8.46,8.53,8.44,8.49,2690383.0,10541.0,8.484322,,,,,,,,6.27,6.35,6.26,6.32,18786093,27788,6.312845,,,,,,,
11.37,11.42,11.24,11.33,2468492,13441,11.329862,13.44,14.0,13.36,13.65,1173549,6728,13.712391,303.38,306.77,301.0,303.77,5200832,57500,304.046429,16.12,17.155,15.99,16.66,10931352,54206,16.84011,,,,,,,,8.44,8.53,8.3701,8.49,1903583.0,6424.0,8.483629,,,,,,,,6.31,6.34,6.27,6.3,18292770,28790,6.307536,,,,,,,
11.33,11.44,11.28,11.43,2211823,11612,11.362839,13.73,14.139,13.65,13.79,1017288,6696,13.916344,304.5,308.0,303.9,307.88,3904947,43055,306.637084,16.74,16.94,16.58,16.92,6878058,32548,16.815126,,,,,,,,8.57,8.72,8.5199,8.7,2451937.0,9101.0,8.65007,,,,,,,,6.3,6.33,6.26,6.32,20775697,19200,6.295457,,,,,,,
11.46,11.47,11.13,11.2,3305906,15395,11.222951,13.72,13.86,13.18,13.2,2049216,12126,13.398165,306.56,311.5442,305.47,305.64,4168443,46463,308.154213,16.89,17.03,16.71,16.77,3660798,19520,16.814731,,,,,,,,8.74,8.77,8.69,8.74,2377983.0,9535.0,8.727759,,,,,,,,6.14,6.19,6.12,6.17,22651450,28041,6.154105,,,,,,,
11.23,11.3,11.15,11.2,2960527,15682,11.205617,13.27,13.88,13.2507,13.67,1771641,9817,13.646508,304.86,306.3,299.0,302.56,7142143,86381,302.358703,16.77,16.98,16.735,16.89,2515796,16230,16.87265,,,,,,,,8.75,8.78,8.46,8.52,3483880.0,12194.0,8.572045,,,,,,,,6.08,6.12,6.03,6.1,22922802,34785,6.079011,,,,,,,
11.23,11.29,11.01,11.03,2489152,11693,11.117059,13.65,13.89,13.57,13.7,733002,4959,13.707531,302.0,303.2399,290.5,291.23,8913382,103731,296.262293,16.91,16.96,16.5,16.58,2609772,15158,16.697442,,,,,,,,8.5,8.535,8.36,8.37,3484717.0,12355.0,8.439913,,,,,,,,6.1,6.17,6.09,6.15,25795964,27706,6.141436,,,,,,,
11.02,11.38,11.02,11.37,3249464,17925,11.20713,13.84,14.32,13.7599,13.87,1002034,6257,13.959328,294.49,296.5,292.1,294.71,5740558,68991,294.222595,16.74,16.84,16.46,16.83,2533495,17337,16.671228,,,,,,,,8.42,8.69,8.42,8.63,2820821.0,9916.0,8.597706,,,,,,,,6.15,6.25,6.14,6.24,26931618,25806,6.207771,,,,,,,
11.38,11.8,11.38,11.55,3594484,16980,11.618024,14.02,14.16,13.64,13.64,1358916,8307,13.832887,297.91,302.9044,297.0005,298.77,6626522,72643,299.17125,16.95,17.03,16.695,16.84,3198628,20868,16.840239,,,,,,,,8.68,8.81,8.67,8.75,2980900.0,10031.0,8.758729,,,,,,,,6.28,6.28,6.11,6.15,32257722,34831,6.173499,,,,,,,
11.54,11.71,11.5,11.64,2157956,14756,11.624235,13.63,13.79,13.08,13.56,1943006,10310,13.512847,292.25,302.01,288.7701,297.86,8582585,95818,296.432326,16.8,16.9,16.56,16.58,2623561,16966,16.707826,,,,,,,,8.7,8.73,8.59,8.67,2336725.0,8865.0,8.652775,,,,,,,,6.15,6.2,6.11,6.12,27324438,26126,6.149592,,,,,,,
11.66,11.93,11.62,11.67,3397322,16985,11.777823,13.51,14.05,13.46,13.87,1390344,8137,13.867473,301.34,316.295,300.55,314.74,11183924,117959,310.683281,16.65,16.74,16.45,16.52,2478741,16259,16.570715,,,,,,,,8.67,8.715,8.56,8.68,1872924.0,6436.0,8.64765,,,,,,,,6.15,6.15,6.07,6.12,22102948,30017,6.102731,,,,,,,
11.69,11.86,11.59,11.7,2822751,12714,11.754059,13.92,14.38,13.88,14.03,2173520,12383,14.179966,318.92,320.0,310.81,319.88,10520764,113132,316.352383,16.52,16.775,16.215,16.73,3379887,18787,16.531013,,,,,,,,8.67,8.71,8.59,8.7,2478724.0,6951.0,8.688402,,,,,,,,6.1,6.13,6.07,6.09,26220529,26315,6.098615,,,,,,,
11.88,12.01,11.75,11.75,1901226,10314,11.847949,15.75,16.5,15.2,16.0,10045805,42612,15.933595,306.75,307.13,291.9,294.79,22911750,263213,296.883052,16.9,17.15,16.46,16.69,3525477,21914,16.708546,,,,,,,,8.71,8.83,8.68,8.79,3245355.0,8861.0,8.774639,,,,,,,,6.13,6.17,6.08,6.11,24788157,28964,6.11864,,,,,,,
11.79,11.85,11.47,11.57,2228274,12055,11.604876,16.11,16.15,15.06,15.5,3460728,18593,15.496081,298.78,299.0,282.78,285.36,17099905,205012,287.579886,16.16,16.28,15.53,15.8,7187025,41121,15.831848,,,,,,,,8.8,8.91,8.575,8.74,2786940.0,9968.0,8.734155,,,,,,,,6.14,6.14,6.03,6.08,26505793,24164,6.084463,,,,,,,
12.0,12.1,11.36,11.6,5537880,27838,11.730576,15.65,15.89,15.25,15.62,2112526,14129,15.576106,282.0,284.0,270.1,276.54,18764740,221811,276.865522,15.88,16.02,15.43,15.67,3404991,23195,15.644016,,,,,,,,8.73,8.79,8.68,8.71,1520179.0,6819.0,8.731681,,,,,,,,6.09,6.19,6.09,6.16,18794966,25460,6.147471,,,,,,,
11.66,11.865,11.56,11.56,3313088,17755,11.685783,15.63,15.7483,15.07,15.13,1571823,9310,15.285583,276.48,281.5058,274.39,276.24,10335485,106303,277.2393,15.71,15.895,15.505,15.54,2619706,18380,15.618825,,,,,,,,8.72,9.15,8.62,9.08,10410172.0,27770.0,8.943683,,,,,,,,6.13,6.13,6.06,6.1,21097470,20696,6.096532,,,,,,,
11.56,11.66,11.435,11.59,1811388,11522,11.566479,15.13,15.19,14.68,14.8,1148968,8489,14.861392,278.84,284.7,274.25,276.59,9442686,100223,279.418037,15.5,15.575,15.28,15.44,3480995,17751,15.465988,,,,,,,,9.13,9.13,8.75,9.02,8034168.0,25379.0,8.937338,,,,,,,,6.07,6.08,6.02,6.03,17579385,24787,6.050142,,,,,,,
11.07,11.22,10.75,10.97,6171609,29071,10.94028,14.5,14.74,14.36,14.72,867332,6080,14.61742,276.28,285.59,275.89,284.14,8819725,90782,280.648571,15.27,15.3,14.9,14.96,4397150,21908,15.048245,,,,,,,,8.88,9.225,8.85,9.18,6375365.0,19768.0,9.098287,,,,,,,,5.97,6.085,5.95,6.07,28689413,26543,6.026647,,,,,,,
10.98,11.28,10.89,11.26,2703737,14480,11.144422,14.77,15.04,14.55,14.65,1357865,8585,14.729394,283.52,291.28,280.5,290.92,7392313,84667,287.305648,15.01,15.24,14.94,15.23,4687786,27200,15.117652,,,,,,,,9.2,9.35,9.15,9.26,3562287.0,13304.0,9.283165,,,,,,,,6.05,6.17,6.04,6.14,26335793,32834,6.123522,,,,,,,
11.28,11.55,11.23,11.47,2164876,11816,11.45688,14.72,14.74,14.37,14.42,1016563,7602,14.477194,286.35,288.07,281.06,283.36,7505337,79613,283.822771,15.24,15.61,15.11,15.58,4460643,25499,15.399094,,,,,,,,9.3,9.545,9.28,9.43,4094266.0,12157.0,9.416395,,,,,,,,6.18,6.245,6.15,6.2,20990541,31071,6.191554,,,,,,,
11.54,11.6385,11.47,11.58,2191628,12185,11.569506,14.35,14.75,14.27,14.43,1285801,7748,14.485818,283.9,291.99,282.7,288.96,6844719,70251,287.92342,15.65,15.68,15.38,15.59,4359279,23744,15.562102,,,,,,,,9.5,9.6,9.43,9.44,4027669.0,13423.0,9.513567,,,,,,,,6.15,6.18,6.13,6.14,16889805,21540,6.151836,,,,,,,
11.31,11.34,10.9,10.95,2839569,13428,11.014934,14.49,14.61,14.15,14.48,1093465,6756,14.440081,292.45,295.39,288.29,289.96,7103781,76870,291.468765,15.4,15.47,14.93,14.97,3323195,20464,15.031694,,,,,,,,9.43,9.45,9.29,9.36,3283866.0,10414.0,9.365196,,,,,,,,6.17,6.25,6.15,6.22,18598029,22288,6.207867,,,,,,,
10.99,11.12,10.9,11.06,3538462,12137,11.034978,14.47,14.735,14.42,14.5,1794296,7450,14.545864,283.5,283.7244,274.4,275.43,14802531,160223,277.410037,14.97,15.15,14.25,14.28,7233012,31652,14.503108,,,,,,,,9.37,9.5,9.28,9.42,4877045.0,13255.0,9.388584,,,,,,,,6.32,6.42,6.31,6.39,22230202,24902,6.367872,,,,,,,
11.09,11.17,10.98,11.07,2451233,13604,11.070076,14.47,15.03,14.38,15.0,3239167,8891,15.170777,276.0,278.05,267.3,269.49,10287880,116072,270.886905,14.3,14.49,13.92,14.0,5817749,28097,14.098933,,,,,,,,9.42,9.5,9.29,9.4,2421145.0,8129.0,9.384704,,,,,,,,6.37,6.38,6.31,6.33,20221132,24021,6.34448,,,,,,,
11.09,11.24,10.9,10.96,3089866,13347,11.006003,15.11,15.23,14.62,14.75,1136790,6868,14.885015,267.5,273.3,263.46,267.47,11818030,114159,268.371685,14.05,14.18,13.87,13.97,4123722,20535,13.994063,,,,,,,,9.47,9.52,9.33,9.36,2423832.0,8660.0,9.392851,,,,,,,,6.38,6.41,6.32,6.35,23996059,24094,6.368982,,,,,,,
10.96,10.96,10.4,10.5,4103910,17852,10.583541,14.71,15.15,14.69,14.96,1302888,7084,14.945896,269.69,274.97,266.3,273.6,6913649,71033,270.313218,13.92,13.97,13.46,13.6,4380889,26334,13.69431,,,,,,,,9.33,9.47,9.26,9.37,1988145.0,7258.0,9.351772,,,,,,,,6.29,6.325,6.21,6.29,23309755,23798,6.275058,,,,,,,
10.47,10.725,10.35,10.55,3205333,16849,10.532251,14.95,15.59,14.95,15.42,1561961,8260,15.406122,272.6,276.45,268.45,274.02,5947098,63312,272.603023,13.63,13.91,13.555,13.91,4370105,25398,13.758534,,,,,,,,9.37,9.45,9.31,9.36,3960793.0,11964.0,9.374294,,,,,,,,6.26,6.34,6.24,6.26,31347560,26966,6.294196,,,,,,,
10.65,10.66,10.44,10.45,3289020,13693,10.53035,15.35,15.49,15.04,15.06,1135877,7685,15.206408,272.58,272.8,264.0,264.53,8745609,94417,267.21682,13.85,13.9,13.61,13.7,3856322,23303,13.716111,,,,,,,,9.32,9.35,9.02,9.02,3845074.0,12743.0,9.139153,,,,,,,,5.96,6.02,5.76,5.88,96864695,77422,5.900169,,,,,,,
10.46,10.49,10.07,10.14,4486199,20655,10.169838,15.04,15.595,15.01,15.3,1351715,8951,15.326762,260.0,263.18,254.46,260.42,10215115,105067,259.292932,13.69,14.14,13.61,13.87,5269683,26668,13.912585,,,,,,,,9.0,9.01,8.75,8.83,6151714.0,17945.0,8.841372,,,,,,,,5.93,5.95,5.83,5.87,34181207,30256,5.867542,,,,,,,
10.11,10.435,10.09,10.35,3535053,14930,10.296903,15.47,15.56,14.7,14.94,1715167,9674,15.017233,264.44,270.26,264.43,267.77,7351093,75671,267.529317,17.44,18.09,16.555,16.92,56005781,224864,17.304384,,,,,,,,8.88,8.95,8.745,8.82,4841609.0,14345.0,8.824212,,,,,,,,5.86,5.87,5.8,5.82,23046806,27593,5.829832,,,,,,,
10.37,10.54,10.25,10.29,2606238,12814,10.311544,14.93,15.07,14.58,14.84,1274403,8577,14.766645,268.77,275.37,268.1838,274.83,8779166,85399,271.993644,16.96,17.345,16.325,17.17,14081464,70453,16.943012,,,,,,,,8.79,8.88,8.62,8.76,3827478.0,12540.0,8.745329,,,,,,,,5.81,5.86,5.78,5.82,24587120,25035,5.818672,,,,,,,
10.36,10.49,10.07,10.19,3122334,14237,10.23349,14.8,14.95,14.61,14.77,1250658,5235,14.739823,277.16,280.33,275.1,278.62,6774113,68235,277.824481,17.25,17.5899,17.15,17.33,5865880,33063,17.348704,,,,,,,,8.78,8.89,8.66,8.88,5875835.0,17977.0,8.781743,,,,,,,,5.74,5.74,5.66,5.69,40834056,35367,5.690759,,,,,,,
10.21,10.36,10.15,10.16,2919034,13974,10.221635,14.81,14.95,14.71,14.85,751136,5176,14.833432,278.49,280.16,274.5,279.86,5997811,63668,278.138097,17.36,17.5,16.94,16.99,5862455,31286,17.130521,,,,,,,,9.88,10.29,9.79,10.09,33931116.0,86157.0,10.046889,,,,,,,,5.74,5.76,5.69,5.72,23922324,27930,5.729795,,,,,,,
10.29,10.42,10.04,10.37,4415694,21052,10.279099,14.95,15.14,14.84,14.99,1086644,6557,15.004008,282.62,289.2,281.281,289.18,8112463,85533,286.114817,17.34,17.36,16.65,16.91,6513338,40957,16.849211,,,,,,,,10.21,10.23,9.57,9.62,14616587.0,40965.0,9.73364,,,,,,,,5.79,5.8,5.75,5.77,18024878,28013,5.771273,,,,,,,
10.37,10.41,10.09,10.1,8670204,35373,9.974688,14.99,15.0,14.62,14.78,1189627,6960,14.738917,288.29,289.44,283.88,285.88,5478940,59790,286.287548,16.94,17.12,16.75,16.92,4211506,25764,16.907745,,,,,,,,9.57,9.75,9.51,9.6,5575273.0,17762.0,9.615567,,,,,,,,5.83,5.85,5.77,5.81,16224768,19919,5.81023,,,,,,,
8.89,10.03,8.82,9.63,26597946,80190,9.475812,14.85,14.92,14.5284,14.61,1167251,6046,14.640438,287.32,296.17,287.17,291.81,7963607,85615,292.861068,17.0,17.17,16.77,16.91,3893736,26417,16.916914,,,,,,,,9.63,9.71,9.545,9.58,5199722.0,17486.0,9.608876,,,,,,,,5.92,5.96,5.89,5.9,21194930,20345,5.92371,,,,,,,
9.74,10.06,9.655,10.03,7917756,32112,9.924532,14.7,15.03,14.63,15.01,1672706,10077,14.872884,261.5,271.2,260.59,267.78,23730039,299200,266.781336,16.89,17.64,16.89,17.59,6055619,35802,17.422295,,,,,,,,9.56,9.6158,9.3,9.31,5779038.0,18334.0,9.391802,,,,,,,,5.95,5.96,5.88,5.9,17011020,21641,5.920051,,,,,,,
9.96,10.01,9.79,9.86,5744033,26382,9.888537,15.01,15.12,14.81,14.98,986999,5527,14.947034,269.99,276.1,266.11,274.96,13038457,132667,272.562534,18.1,18.37,17.61,18.35,15432959,75396,18.088305,,,,,,,,9.31,9.42,9.2,9.32,4202888.0,15514.0,9.318694,,,,,,,,5.93,5.94,5.91,5.92,9515579,12829,5.925334,,,,,,,
9.76,10.08,9.73,9.94,4551005,23381,9.936879,15.35,16.8,15.32,16.31,3619437,19181,16.222278,277.92,281.16,270.44,273.2,10410436,100256,275.085389,18.29,18.83,18.19,18.62,12002033,65903,18.569175,,,,,,,,9.3,9.38,9.11,9.36,3406448.0,13348.0,9.287265,,,,,,,,5.94,5.96,5.9,5.96,10652709,16326,5.936953,,,,,,,
9.85,10.0,9.81,9.82,2978480,15184,9.892321,16.1,16.39,15.91,16.15,1157864,8252,16.186885,271.65,275.0,269.61,272.31,5904051,56969,272.762259,18.51,18.71,18.17,18.47,10130448,53781,18.36333,,,,,,,,9.32,9.43,9.275,9.31,2557669.0,10154.0,9.33918,,,,,,,,5.9,5.9167,5.85,5.86,14666557,15886,5.886016,,,,,,,
9.88,10.01,9.875,9.97,2807432,14330,9.943975,16.16,16.24,15.97,16.15,927815,6531,16.119225,276.77,278.38,272.8925,276.06,7062386,67469,276.106686,18.8,19.57,18.64,19.41,24022727,102138,19.031259,,,,,,,,9.33,9.38,9.28,9.3,2439449.0,9741.0,9.323983,,,,,,,,5.86,5.89,5.84,5.85,13641258,16368,5.862025,,,,,,,
